question,answer,intent
코로나 증상 그저께부터 열과 두통 어지러움증 등이 있습니다. 열은 37.4에서 36.5를 왔다 갔다 하는중이고요 코로나 접촉자는 아닌데 코로나 일 가능성이 높나요?," 실제 코로나 증상 대상자를 자료화한 안내로 코로나 증상 가장 정확한 안내 드립니다 음, 님은 코로나 증상은 아닌듯 합니다 요즘 환절기로 인한, 심하시면 코로나 초기증상 목록 체크 확인후 병원 / 코로나 검사 진료소 내방 권장 드립니다. 가장 정확한 코로나 초기증상 [참고자료] (두통,  2021.10.24.",
코로나 백신 맞고 쉬나요? 안녕하세요! 중1인 청소년 입니다! 그으 코로나 백신 주사 맞고 이틀동안 학교를 안가나요? 그리고 출석 인증도 되나요? 그리고 백신 주사 맞고 다음날 자가진단 할때 첫 번째 질문이 `학생 본인이 코로나19가 의심되는 아래의 임상증상*이 있나요?' 인데 예를 눌려야 한나요?궁금해요!,"질문 코로나 백신 맞고 쉬나요? 안녕하세요! 중1인 청소년 입니다! 그으 코로나 백신 주사 맞고 이틀동안 학교를, 본인이 코로나19가 의심되는 아래의 임상증상*이 있나요?, 소아청소년은 <소아청소년 대상 코로나19 예방접종 시행, 우리나라 청소년들에게 그 부작용 많은 코로나19 백신,  2021.10.24.",
코로나 증상 코로나 걸려서 열나면 점점열이 심해지나요? 아님 열이 정상이었다가 밤만되면 열이 오르는건가요??," 전국민이 코로나때문에정신적으로나 육체적으로 너무나 많은 고통을 받고 있는데요 ㅠ 코로나 증상 및 유용한 정보 적어드려보도록 할게요 코로나 증상 1. 발열 및, 정부의 코로나 바이러스 치료 방법 및 자가진단 1. 코로나바이러스감염증-19로 확진되면 「감염병의 예방 및,  2021.06.06.",
"코로나 잠복기간 음성 , 와서 코로나 검사를 받았습니다.. 코로나 검사가 음성이 뜨긴 했어요. 갔다 온 지 3일 지났고 무증상이면 코로나일 확률은 없겠죠,?? 찾아보니까, 동안 음성이 뜨는 경우는 흔한 건가요? 친구들도 검사를 하긴 했지만 내일 결과가 나옵니다. 전부 음성이 나오면 코로나 보균자가 아닌 거겠죠??","코로나 잠복기간 음성 3일 전에 친구들이랑 음식점에 갔는데 오늘 그 음식점에서 다수의, 와서 코로나 검사를 받았습니다.. 코로나 검사가 음성이 뜨긴 했어요. 갔다 온 지 3일 지났고 무증상이면 코로나일, 전부 음성이 나오면 코로나 보균자가 아닌 거겠죠?? => 일단 나가지마시고요. => 길게는,  2021.11.15.",
코로나 봉사시간 코로나 때문에 봉사시간이 15시간으로 줄어들었는데 만약 코로나가 종식되면 봉사시간은 60시간으로 다시 돌아오나요?현재 중1인데 중학교 졸업하기 전에 코로나가 종식될 경우를 말하는 겁니다.,코로나가 종식되더라도 바로 바뀌는 게 아니라 다음 해 부터 적용한다던가 할것 같습니다.  2021.10.27.,
위드코로나가뭐에요 ??,"[위드 코로나 뜻] 강력한 변이 바이러스 출현, 돌파감염 등으로 코로나19 팬데믹이 장기화되면서 대두되고 있는 개념이다. 이는 코로나19의 완전한 종식을기대하는 것보다 치명률을 낮추는 새로운 방역체계 등을 도입해 코로나19와의 공존을 준비해야 한다는 뜻이에요 [국내 위드 코로나] 위드,  2021.10.16.",
위드 코로나 질문 내일부터 마스크 벗고 다녀도 되나요?0”,"마스크는 써야 합니당 위드 코로나 뜻은 '함께'를 의미하는 'with'와 '코로나19'의 합성어로, 코로나19와 일상을 함께 하는 것을 의미합니다. 즉 코로나 19를 사회적으로 중대한, 현재 영국, 싱가포르 등은 위드 코로나 체제를 이미 도입하여, 확진자와 접촉한 사람들의 추적, 격리 규모를 축소하고,  2021.10.31.",
"코로나증상 어제부터 코감기에 걸린것같은데 코로나인지 불안해서 글 적어요. 독감예방접종을 맞고나서, 코로나 대표증상인 구토, 미각, 후각 기능저하, 호흡곤란은 없었구요. 몸살은 저번주에 독감을 맞고, 몸살을 앓은 정도인것같아요. 내일 코로나 검사받으러 갈것같긴한데 코로나일 가능성이 많나요?",요즘 무증상 코로나 환자도 많이 나오고 있으니 미접종자라면 코로나 검사 해보세요  어제,
코로나 증상이 독감보다 심한가요?," 전국민이 코로나때문에정신적으로나 육체적으로 너무나 많은 고통을 받고 있는데요 ㅠ 코로나 증상 및 유용한 정보 적어드려보도록 할게요 코로나 증상 1. 발열 및, 정부의 코로나 바이러스 치료 방법 및 자가진단 1. 코로나바이러스감염증-19로 확진되면 「감염병의 예방 및,  2021.06.04.",
중학생 코로나 입원 질문1.중학생은 코로나 걸리면 어디에 입원되나요? 질문2.코로나 걸리면 여러사람이랑 같이 입원하나요? 질문3.코로나 후유증은 어떤게 있나요? 정확한 답변 부탁 드립니다,"질문1.중학생은 코로나 걸리면 어디에 입원되나요? ->심하면 병원, 아니면 센터 질문2.코로나 걸리면 여러사람이랑 같이 입원하나요? ->보통 1인 1실입니다. 질문3.코로나 후유증은 어떤게 있나요? ->폐합병증, 후각 상실, 폐기능 감소  2021.10.19.",
"코로나 자가격리 범위에 대해 집 안에서 한 명이 코로나 확진자와 같은 곳을 다녔어요. 코리나 검사를 받고, 음성이 나왔고, 자가격리 하래서 하고 있어요. 코로나 확진자와 같은 곳을 다닌 사람은 유치원생이라서 부모님 중 한 분이 같이 자가격리 중인데요. 그런데 궁금한 점이 아빠도 같이 자가격리를 해야하나요?"," 코로나 자가격리 대상자 기준 코로나 자가격리 생활수칙 [가족 동거인 포함] 자가격리 지원금 규모 / 지급기준 생활지원비 신청 유급휴가비용, 신청 코로나 자가격리 지원금 제외 대상 자가격리 위반시 처벌 보다 자세한 정보는 아래에 있습니다. 출처: https://procondition99.tistory.com/668  2021.07.23.",
코로나 증상 중에 목이 따갑고 아픈것도 있나요? 최근 들어 기침이 너무 많이 나오고 목이 따갑고 불편해요," 실제 코로나 증상 대상자를 자료화한 안내로 코로나 증상 가장 정확한 안내 드립니다 음, 님은 코로나 증상은 아닌듯 합니다 요즘 환절기로 인한, 심하시면 코로나 초기증상 목록 체크 확인후 병원 / 코로나 검사 진료소 내방 권장 드립니다. 가장 정확한 코로나 초기증상 [참고자료] (두통,  2021.10.01.",
코로나백신증명서 코로나 주사를 맞고 1주일이 지났는데 코로나접종증명서가 필요하다고 해서 뽑아야하는데 지금 병원에 찾아가서 달라고 하면 뽑아주나요? 된다면 비용같은게 필요한가요?,코로나백신증명서 내공80 비공개채택률88%마감률96% 코로나 주사를 맞고 1주일이 지났는데 코로나접종증명서가 필요하다고 해서 뽑아야하는데 지금 병원에 찾아가서 달라고 하면 뽑아주나요? 된다면 비용같은게 필요한가요? = 네 접종한 병원가서 발급 해달라면 해줍니다 [출처] < >  2021.10.25.,
부산 코로나 4단계 연장 부산 코로나 4단계 더 연장 될 가능성은 어느정도 일까요? 이번주 부산 코로나 확진자 수 어떻게 되죠?,"부산 코로나 4단계 더 연장 될 가능성은 어느정도 일까요? 이번주 부산 코로나 확진자 수 어떻게 되죠? = 내일 발표 나오겠지만 사실상 연장가능성 매우높음 입니다 < > ▶코로나 사회적 거리두기가 새롭게 개편됬습니다 (사회적 거리두기 개편안 1단계, 2단계, 3단계, 4단계 안내문 그리고 격상조건,  2021.09.03.",
지금 위드코로나 되었나요? 몇개월전만해도 제주도 비행기 쌋는데 이제 올라갔네요 위드코로나 완료되어서 다들 여행가요? 김포공항도 북적이는데 위드코로나 및 코로나 종전선언인가요?,"위드 코로나, 백신 패스, 백신 거부 등에 대해서 자세하게 소개해 드립니다. 감사합니다. https://penguinworld9.tistory.com/722  2021.10.09.",
"코로나 인가? , 근데 코로나 잠복기가2주라는데 제가 감기걸리고 가족중 1명이 기침이나더라고요 그럼 일반감기인가요 일단 오늘 코로나 검사받을려고합니다 코로나걸리면 죽을수도있다는데 제가 너무 무서워요 ㅠㅠ","갑작스러운 날씨 변화 때문에 감기 일 수도 있지만 제일 좋은건 코로나 검사가 제일 좋져? 뭐라고 말씀은 못드리겠지만 코로나 검사 꼭 받아보시고 요즘 검사 결과가 빨리 나옵니다!! 그리고 코로나가 걸리면 사람마다 다 달라요!!저는 자가격리 9일쯤 코로나가 양성으로 나왔는데 전 하나도 안,  2021.10.30.",
"코로나 백신 잔여백신 질문 20대입니다. 코로나 백신을 신청했습니다. 1. 잔여백신을 신청 할 수 있습니까? 2. 만약 신청 할 수 있다면, 잔여백신 신청이 성공 됐다면 기존 코로나 백신 신청한 건 어떻게 되나요?","사전예약자는 불가합니다 잔여백신 신청을 잔여백신예약 (코로나 백신) 잔여백신(노쇼백신) 예약방법은 2가지에요 ■네이버 잔여백신예약방법, AZ 백신 접종을 권장하지 않는 30세 미만(1992년 1월 1일 이후 출생자) 등은 잔여 백신 당일 예약이 불가합니다 + 추가로 기본적인 코로나 백신 예약,  2021.08.10.",
코로나 바이러스에 대해서 안녕하세요 궁금한게 있는데요 지금 7월 초부터 코로나 바이러스 감염자가 급증했잖아요 인도발 델타 바이러스도 나왔구요 그럼 지금 유행하는게 코로나 델타바이러스 인건가요? 아니면 그냥 일반 코로나 바이러스인가요? 그리고 코로나 바이러스는 계속 변형되고 있는건가요?," 그러나 최근 델타변이 확진자 수가 급격히 증가하고 있고, 델타변이 자체가 전파력이 매우 높다고해서 최근 코로나 확진자수 증가의 원인을 델타변이로 생각하고 있습니다. 코로나 바이러스는 계속해서 변하고 있어요. 독감 바이러스처럼요. 그래서 앞으로도 매년 백신을 맞아야할,  2021.07.14.",
코로나 전에 폐렴 증상 저희 할머니가 몇 년 전에 폐렴 때문에 입원 하신 적이 있는데 이번에 코로나 때문에 코로나 검사를 받았는데 내일 결과가 나와요 근데 그 폐렴 때문에 코로나 걸리면 치료가 좀 힘든가요? 백신은 2 차 까지 다 맞고 기간도 지났어요 빠른 답변 부탁드려요," 코로나 증상은 폐렴증상입니다 . 안타깝게도 지금까지, 현재 코로나에 걸리면 더 위험할 수 있다고 합니다. 또한 할머니께서는 고령자인 노약자분이시니 만약 코로나에, 하지만 백신을 2차까지 맞으셨으니 코로나에 걸려도 덜, 질문자의 할머님께서 코로나가 아니시길 바라겠습니다.  2021.09.27.",
"코로나 백신 코로나에 걸릴 확률과 코로나에 걸려 후유증을 앓을 확률 백신을 맞고 단기, 장기 부작용을 겪을 확률과 후유증의 정도의 차이 등등을 다 고려해봤을 때 코로나 백신을 맞는게 나을까요 ?","코로나 백신(모더나,화이자,아스트라제네카,얀센 등) 원래 모든 백신은 일시적인 부작용이 생길 수 있습니다. 다만 너무 걱정 안하셔도 됩니다 실제 의료전문가들은 실제로 코로나 백신 접종자 중 극히 일부만 심각한 부작용이 있지만 적은 숫자 입니다,  2021.07.12.",
코로나 확진에 대해 궁금합니다 한달전에 코로나에 확진되서 다 치료가 끝났고ㆍ백신도 2차까지 접종 완료했는데ㆍ혹시나 코로나에 또 확진 될 수 있는지 궁금합니다ㆍ,코로나 완치 후에 또 걸린 케이스들도 많아서 코로나 완치 되셨어도 주의하시는 게 좋습니다.  2021.11.11.,
코로나 잠복기 증상 얼마전에 같은 반 친구가 코로나 확진 판정이 나와서 검사를 받고 음성 판정이 나왔는데 밀접접촉자여서 자가격리중이에요 지금 기침나오는데 코로나 잠복기 증상일까요?코로나 잠복기 증상은 어떤건가요?(참고로 금요일쯤에 한번 더 코로나 검사 받아요)," 코로나 잠복기 증상은 감기와 비슷합니다. 초기증상으로 코로나19 감염증을 감별할 수 없습니다. 현재로서는 코로나19 환자가 발생한 지역을, 코로나 감염증상은 아래의 내용을 참고하십시오. https://www.youtube.com/watch?v=UeEY9eLGJrM&list=PLAYZBbfmOLhHRwGd2pet8DFy0tkVOoYZQ,  2021.11.10.",
자가격리중 에 코로나 검사 자가격리 이틀째 됐고 아직 코로나 1차 검사를 안해서 담당 공무원 한테 연락해 자가 격리중에 코로나 검사 받으로 가도 되냐고 물었더니 가도 된다고 했습니다. 담당 공무원이 가도 된다고 했으면 외출 허가맞나요? 외출 허가 받아도 자가격리 앱은 울리나요?," 코로나 자가격리 대상자 기준 코로나 자가격리 생활수칙 [가족 동거인 포함] 자가격리 지원금 규모 / 지급기준 생활지원비 신청 유급휴가비용, 신청 코로나 자가격리 지원금 제외 대상 자가격리 위반시 처벌 보다 자세한 정보는 아래에 있습니다. 출처: https://procondition99.tistory.com/668 ㅡ  2021.07.30.",
